student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
756972,17.0,100.0,5.0,87.8,A
272962,15.3,86.7,9.0,90.5,A
994655,15.8,82.2,4.8,85.6,A
886873,11.2,84.4,7.5,90.5,A
750656,14.9,88.0,4.5,72.1,B
898679,20.3,71.1,3.3,97.5,A
292464,23.5,67.3,6.4,100.0,A
274386,11.4,71.6,8.0,81.7,B
456770,15.4,93.4,8.5,97.0,A
911167,0.0,74.1,5.8,48.0,D
520065,15.4,88.2,7.6,87.3,A
240974,9.2,74.6,3.7,73.5,B
505824,9.2,89.1,6.5,77.4,B
740969,25.1,83.2,2.8,100.0,A
777798,10.3,76.7,10.0,88.4,A
570302,18.3,88.2,9.8,96.1,A
405957,9.3,66.9,3.4,81.0,B
874663,33.8,68.2,4.7,100.0,A
130111,7.1,65.9,8.0,67.3,C
691886,22.3,90.9,4.5,100.0,A
536311,12.5,87.6,3.5,89.9,A
59175,25.3,65.8,4.0,100.0,A
450174,14.8,73.6,4.6,87.6,A
503843,13.4,74.3,6.0,85.7,A
499229,12.1,100.0,5.1,96.1,A
8470,11.0,89.0,9.3,87.8,A
458145,13.9,86.7,5.1,87.4,A
300933,20.4,82.2,4.7,97.7,A
154415,15.8,67.9,8.5,82.2,B
351988,10.2,93.3,7.7,79.7,B
533028,16.7,98.5,6.7,95.7,A
909429,17.4,99.3,7.8,82.0,B
298300,10.9,61.3,6.5,76.2,B
774468,8.9,94.2,5.1,71.0,B
335049,12.4,86.2,5.5,93.2,A
326440,18.1,80.0,6.0,89.9,A
208868,28.8,76.4,5.0,100.0,A
980778,18.1,100.0,8.2,92.3,A
514922,14.4,84.8,5.7,82.6,B
467124,7.3,72.2,8.2,66.8,C
24567,21.8,100.0,5.2,86.4,A
666889,21.4,83.9,8.7,94.2,A
438319,4.8,79.7,8.0,50.4,D
811551,21.0,100.0,4.5,90.4,A
295615,15.4,70.6,10.0,89.8,A
604707,11.9,82.8,7.8,81.9,B
849151,1.5,82.0,4.7,72.4,B
353444,21.7,88.5,7.0,100.0,A
691971,17.7,75.4,9.7,94.2,A
180680,9.5,82.7,5.8,84.3,B
121585,11.5,100.0,3.4,78.0,B
462443,26.1,88.1,2.7,100.0,A
494014,25.6,73.9,5.4,100.0,A
803715,16.3,80.3,6.0,84.8,B
566079,15.9,81.8,4.0,96.1,A
782474,31.1,79.1,3.7,100.0,A
633998,3.4,79.4,6.6,44.0,D
861995,19.1,88.3,2.3,100.0,A
851694,15.6,70.8,6.5,84.4,B
167185,21.1,81.8,4.2,100.0,A
961368,16.5,78.1,7.1,86.1,A
795496,15.5,83.7,7.9,80.0,B
353455,24.3,78.8,2.5,100.0,A
921006,15.8,75.7,1.6,87.3,A
281282,25.0,72.9,3.5,100.0,A
288636,8.6,87.3,5.7,75.5,B
943664,7.0,97.0,7.4,63.0,C
355610,11.6,100.0,4.8,74.9,B
263826,22.2,100.0,1.8,100.0,A
788008,29.5,95.5,7.9,100.0,A
857579,17.2,93.5,4.5,86.0,A
353956,8.7,90.8,6.2,64.7,C
63645,1.5,97.2,4.3,53.3,D
993769,6.8,85.7,7.4,71.9,B
767461,20.8,93.1,2.0,100.0,A
359710,12.3,93.8,9.2,69.3,C
190667,5.5,100.0,3.8,58.0,C
128330,4.7,96.6,6.6,63.9,C
683048,7.0,85.3,8.9,66.8,C
607628,3.5,100.0,8.5,58.4,C
844520,28.0,70.7,6.1,100.0,A
858257,18.4,85.8,4.9,97.5,A
139053,21.5,56.0,8.7,92.8,A
395330,21.7,90.0,5.6,100.0,A
398166,13.7,86.1,6.0,92.7,A
203547,15.0,83.3,5.5,85.0,A
145451,16.2,95.3,5.9,95.5,A
993761,22.9,91.5,7.1,100.0,A
52542,20.7,82.0,10.0,100.0,A
726696,22.1,79.9,8.3,94.1,A
155734,14.1,83.5,3.2,85.5,A
695259,16.7,70.8,7.8,86.7,A
147965,10.3,92.1,5.1,51.9,D
780211,6.5,86.9,6.7,66.8,C
328314,15.6,76.9,5.1,100.0,A
971047,4.4,76.7,7.1,61.5,C
44775,27.2,73.5,5.0,100.0,A
822931,14.6,86.3,5.9,97.9,A
350971,18.9,100.0,4.6,100.0,A
94878,17.4,90.4,2.9,85.3,A
379551,26.9,82.5,6.9,100.0,A
847804,13.3,58.9,3.4,96.8,A
265614,24.5,100.0,5.7,100.0,A
859354,23.9,77.2,4.8,100.0,A
291618,15.3,63.7,8.2,99.7,A
599095,30.0,86.9,6.9,100.0,A
640334,13.6,90.1,8.4,77.8,B
38897,24.8,92.9,5.5,100.0,A
994441,24.1,85.4,4.5,99.6,A
13038,10.6,73.9,8.0,96.5,A
448117,10.6,78.8,5.1,70.1,B
547878,22.9,86.8,3.3,100.0,A
733581,12.5,100.0,5.3,83.8,B
957197,31.5,94.4,9.1,100.0,A
749394,5.2,100.0,5.5,71.1,B
802407,29.5,83.1,10.0,100.0,A
632152,21.3,87.1,4.8,100.0,A
345613,20.5,92.1,7.3,100.0,A
257404,11.5,98.7,10.0,94.3,A
544961,6.9,71.1,2.8,63.8,C
3520,0.0,99.2,5.1,49.8,D
834278,12.5,89.2,8.8,67.1,C
763826,12.9,79.2,1.8,71.4,B
782889,13.2,74.3,7.1,84.7,B
577319,19.2,93.2,6.9,100.0,A
371678,11.9,92.1,6.7,75.6,B
407581,12.3,80.3,10.0,96.3,A
388684,7.6,71.1,8.4,77.8,B
948744,2.8,100.0,3.2,53.2,D
518362,10.1,91.6,9.7,78.6,B
943542,8.6,82.3,4.5,76.9,B
5465,1.2,73.5,5.7,57.0,C
139639,5.5,89.6,4.6,60.8,C
508349,22.5,91.5,4.5,95.8,A
227502,17.5,72.5,6.9,100.0,A
641981,13.1,100.0,4.4,81.5,B
75141,19.9,76.1,7.7,82.2,B
403633,15.5,94.9,6.0,77.6,B
514524,19.6,83.3,6.0,98.2,A
569264,11.7,92.5,3.4,71.3,B
334680,8.2,74.9,10.0,61.5,C
885523,13.4,74.8,3.6,86.8,A
955664,14.4,75.7,4.6,100.0,A
493851,11.1,100.0,8.0,75.2,B
721733,8.6,100.0,6.8,70.5,B
720513,10.8,94.2,3.6,76.6,B
104515,25.6,91.4,6.8,100.0,A
198395,20.5,75.7,6.6,98.4,A
72684,0.0,89.4,9.3,47.3,D
124509,23.5,90.9,9.3,99.4,A
28164,4.5,98.3,5.6,63.5,C
282686,26.8,79.1,9.1,100.0,A
526408,5.4,79.1,5.3,61.3,C
278738,25.0,82.9,4.0,100.0,A
135209,5.3,74.4,7.0,85.1,A
204281,11.0,81.3,7.3,77.5,B
872420,14.3,82.6,6.6,88.9,A
616221,3.5,88.9,4.9,78.7,B
68978,14.5,92.5,4.1,72.3,B
500306,9.0,81.6,4.6,61.7,C
354332,12.7,95.4,5.0,69.7,C
365302,3.2,94.5,5.5,47.8,D
737862,18.0,77.8,8.0,94.5,A
962126,24.4,84.8,3.4,100.0,A
672512,11.0,68.6,5.2,73.0,B
236214,20.0,92.0,8.5,94.7,A
437102,30.5,86.8,4.0,100.0,A
941420,15.1,92.1,3.6,100.0,A
396005,24.3,77.9,4.9,100.0,A
212673,12.2,77.6,6.1,79.8,B
809977,13.4,85.4,4.7,90.7,A
831640,15.5,85.2,7.4,72.0,B
625359,17.8,76.3,8.7,81.9,B
502499,19.2,89.6,4.3,100.0,A
109565,8.8,88.4,3.8,85.5,A
164452,11.4,79.1,5.2,78.6,B
977969,14.7,81.3,7.8,73.2,B
895578,16.4,94.2,5.6,94.6,A
589551,15.9,98.3,6.8,100.0,A
544380,4.5,87.4,3.9,58.0,C
324840,10.0,83.0,7.6,76.6,B
486980,7.4,100.0,3.3,61.7,C
660058,30.5,85.8,5.5,100.0,A
733595,17.0,85.3,3.6,90.8,A
398329,5.9,80.6,6.6,51.6,D
10969,19.3,90.9,6.8,100.0,A
973841,4.4,90.2,3.7,64.5,C
884339,17.7,58.1,8.7,89.6,A
407208,22.7,87.9,8.4,100.0,A
315921,21.5,82.5,3.5,99.0,A
396407,21.8,84.9,6.5,100.0,A
465776,13.8,86.9,4.6,77.4,B
124700,19.5,96.4,10.0,89.4,A
438902,26.3,84.2,7.2,100.0,A
643890,12.1,79.7,7.7,70.9,B
662043,1.3,74.8,5.5,52.7,D
701335,8.3,82.7,6.6,74.1,B
443323,21.8,81.9,8.7,100.0,A
751429,10.4,96.3,3.8,71.6,B
961976,22.4,92.2,8.8,100.0,A
334560,28.4,67.9,4.6,100.0,A
252092,19.2,76.9,4.1,96.9,A
32295,6.2,100.0,4.8,79.9,B
243389,19.0,89.1,4.8,96.7,A
873634,18.3,97.1,6.5,98.3,A
765765,17.6,79.4,6.8,77.6,B
819128,22.4,81.1,5.7,100.0,A
229414,10.8,94.3,6.1,70.6,B
401567,11.5,82.0,2.0,78.4,B
847533,29.3,83.6,7.9,100.0,A
1713,0.0,96.4,6.8,53.8,D
626422,22.6,89.2,5.8,100.0,A
253343,25.6,76.8,7.6,100.0,A
949111,17.4,85.3,10.0,94.5,A
361303,16.1,84.0,6.7,85.0,A
800907,6.9,97.3,8.1,72.3,B
84983,7.3,84.9,4.3,71.8,B
608420,9.4,88.1,5.8,77.1,B
684594,13.6,83.2,7.1,72.7,B
136594,14.6,88.3,4.3,71.6,B
592503,8.0,99.9,6.0,74.9,B
535945,14.3,72.9,9.0,89.4,A
189942,26.4,81.8,8.8,100.0,A
545158,19.7,83.1,3.5,100.0,A
406536,11.2,86.8,8.1,72.3,B
900490,8.8,91.5,6.0,75.8,B
372310,29.3,81.5,5.0,100.0,A
181877,15.9,77.6,3.5,83.1,B
274737,11.5,92.5,6.1,73.3,B
581831,11.0,63.4,3.2,81.5,B
359028,9.9,80.6,6.8,68.5,C
340590,11.7,96.5,5.5,82.5,B
212771,5.3,98.0,3.8,35.9,F
87248,30.9,94.5,4.7,100.0,A
426470,15.6,76.0,6.3,89.4,A
399398,21.1,94.4,10.0,100.0,A
60421,16.0,80.3,8.5,72.1,B
402118,18.9,77.5,6.3,95.2,A
342254,16.8,86.1,9.7,89.3,A
959765,7.3,97.4,8.8,77.2,B
235854,24.4,72.3,8.0,100.0,A
81367,23.4,91.7,3.5,96.9,A
287106,15.7,87.1,5.4,92.0,A
6506,13.2,80.0,6.2,73.5,B
443125,25.7,84.8,4.0,100.0,A
76199,8.5,95.5,8.4,71.4,B
785478,12.1,69.2,8.9,86.5,A
443179,25.7,92.5,1.4,100.0,A
462288,5.4,88.9,9.5,69.5,C
431398,16.4,77.8,4.9,90.2,A
189091,17.8,97.8,8.1,87.2,A
56426,7.1,88.6,6.6,57.8,C
547585,5.9,100.0,5.4,71.8,B
330541,2.6,89.4,7.3,64.2,C
562330,11.9,80.5,5.7,70.2,B
723647,12.9,77.5,4.3,73.2,B
129362,12.6,89.6,6.3,85.6,A
344611,15.0,90.5,8.2,100.0,A
510015,23.4,85.5,6.1,100.0,A
129019,8.4,94.7,6.5,80.7,B
7346,7.9,94.4,8.5,60.9,C
159566,30.1,83.1,7.1,100.0,A
701397,19.7,76.7,5.0,97.9,A
884425,21.4,90.7,4.5,100.0,A
40908,17.4,80.6,8.4,100.0,A
681014,0.1,94.7,5.4,62.6,C
89632,2.3,92.1,6.0,49.2,D
850666,3.2,78.8,6.0,64.8,C
165460,17.2,100.0,3.5,83.7,B
531892,0.0,89.3,8.3,42.5,D
492876,9.8,73.9,6.0,67.4,C
716120,11.9,76.2,5.5,76.0,B
724949,27.0,89.2,4.4,100.0,A
771984,35.0,74.6,6.4,100.0,A
355327,5.4,97.3,5.2,75.3,B
728594,9.7,86.2,6.0,69.7,C
196525,20.1,82.3,2.9,94.0,A
97284,7.0,94.2,5.0,55.3,C
731755,15.6,62.5,6.8,89.5,A
648271,5.9,84.9,7.8,70.0,B
752317,9.6,69.5,6.6,80.8,B
753610,15.9,78.9,6.6,88.2,A
784891,23.0,90.5,8.1,100.0,A
876438,7.5,90.5,3.5,62.5,C
33613,14.5,100.0,5.7,82.9,B
399342,3.1,100.0,7.1,60.2,C
897521,10.3,78.3,6.1,86.1,A
271424,2.5,79.7,4.2,59.4,C
37412,21.3,82.9,7.6,99.0,A
987304,12.3,74.6,3.9,75.0,B
374041,18.3,82.2,3.9,92.8,A
748711,20.4,84.9,4.0,94.6,A
778195,16.6,81.2,6.2,84.7,B
525171,25.1,80.2,6.6,100.0,A
858354,25.0,79.8,5.1,100.0,A
137625,19.9,66.2,5.3,100.0,A
820298,13.1,72.6,7.7,94.2,A
79917,31.8,85.6,7.7,100.0,A
268447,32.1,72.7,4.6,100.0,A
128971,9.7,77.3,4.6,61.9,C
989979,20.3,68.4,3.5,100.0,A
733996,12.9,90.5,3.3,82.1,B
200578,6.6,66.5,4.5,47.6,D
480625,7.5,75.2,3.0,76.4,B
511380,8.1,88.4,5.6,69.4,C
22427,5.9,89.6,7.6,43.6,D
203124,20.7,85.4,3.1,100.0,A
920728,23.5,87.3,5.4,100.0,A
294617,21.2,75.2,6.7,99.7,A
157391,11.3,92.5,5.0,64.3,C
250462,26.4,78.4,8.8,100.0,A
74437,19.5,95.1,6.0,98.3,A
564000,12.9,77.7,4.3,96.9,A
497548,20.6,91.5,7.7,100.0,A
426238,17.7,89.1,2.5,100.0,A
986164,11.9,74.8,5.7,72.3,B
566684,18.4,78.6,2.0,100.0,A
238528,7.2,93.9,5.1,44.0,D
47161,11.6,81.8,6.7,84.7,B
730092,28.1,76.7,10.0,100.0,A
104669,19.2,93.6,4.2,79.3,B
359703,13.5,75.8,7.2,85.8,A
197811,25.9,82.7,5.0,100.0,A
635404,21.7,81.5,8.3,89.4,A
712572,21.4,100.0,6.6,98.9,A
721268,18.1,81.6,5.1,90.0,A
207391,22.4,92.1,8.6,100.0,A
985492,27.9,71.9,4.6,100.0,A
938381,23.0,79.5,9.7,90.8,A
576444,4.9,85.3,7.7,72.5,B
29531,4.1,80.8,3.3,67.1,C
456943,11.9,77.8,3.2,69.6,C
992800,11.6,92.0,7.6,82.5,B
543430,17.5,96.1,8.0,94.0,A
358791,10.4,68.5,5.6,80.5,B
614888,12.9,83.3,6.5,88.2,A
237462,9.2,80.1,6.6,96.3,A
634746,7.2,93.6,6.1,75.8,B
286416,26.4,88.9,5.6,100.0,A
527072,18.6,84.0,4.6,83.4,B
181861,17.7,76.0,5.5,88.5,A
404081,11.7,76.4,9.0,72.5,B
360688,2.6,93.3,3.5,47.9,D
644569,12.2,89.4,5.2,82.8,B
84558,16.8,87.2,4.3,92.2,A
808661,10.7,84.8,7.4,87.1,A
333968,14.2,69.6,4.6,100.0,A
645576,10.8,83.0,4.4,66.0,C
459878,11.9,89.9,6.7,88.2,A
745441,14.8,84.2,2.8,93.9,A
518290,10.9,89.3,5.2,79.8,B
578706,12.7,78.2,7.0,90.4,A
56621,0.0,79.0,5.5,57.7,C
667076,8.1,92.4,4.1,87.3,A
420799,12.3,84.4,5.8,69.3,C
711714,18.8,78.3,7.0,100.0,A
68331,30.6,74.0,6.7,100.0,A
755301,9.5,93.4,8.6,62.8,C
115847,16.6,74.4,1.7,80.9,B
240583,2.8,98.5,7.3,70.4,B
413769,36.0,79.5,4.8,100.0,A
615428,8.6,77.9,7.5,81.1,B
202519,11.0,75.5,4.5,85.4,A
246516,8.7,92.3,6.1,70.7,B
137263,18.2,72.4,7.2,89.6,A
725925,17.0,81.7,10.0,100.0,A
224592,18.1,84.9,4.4,76.1,B
401001,25.9,83.5,4.1,100.0,A
278501,17.7,65.9,5.2,78.3,B
912475,8.9,72.5,1.2,60.6,C
191085,12.4,69.8,7.1,75.6,B
988234,13.5,76.5,7.3,66.0,C
19039,15.4,73.0,6.0,69.2,C
125739,18.8,79.6,7.0,84.6,B
761571,12.9,74.8,10.0,87.2,A
310457,11.0,87.2,6.8,85.6,A
780611,8.2,88.3,4.7,62.5,C
629198,15.6,82.9,8.5,83.9,B
453940,15.9,84.6,2.5,94.5,A
488329,18.3,82.3,3.5,84.6,B
219584,28.9,95.3,6.1,100.0,A
795271,18.7,90.6,8.0,99.7,A
657609,38.7,88.3,5.6,100.0,A
876583,12.4,81.3,5.2,83.6,B
480276,12.5,87.1,5.9,88.2,A
57341,8.8,89.4,3.0,84.3,B
23899,11.1,100.0,3.5,69.0,C
259553,20.7,64.9,4.1,100.0,A
26290,17.5,100.0,5.3,89.6,A
487577,23.4,100.0,6.6,100.0,A
647665,22.4,83.1,2.7,100.0,A
377250,21.1,75.5,8.2,100.0,A
819696,28.5,94.8,9.6,100.0,A
250230,14.5,76.0,8.5,93.2,A
81753,0.0,63.0,5.3,60.3,C
598497,16.8,83.8,7.4,99.0,A
591509,18.9,72.6,3.7,100.0,A
856293,28.3,91.5,4.8,100.0,A
323319,14.9,97.7,6.0,89.6,A
799682,12.3,80.6,7.1,77.1,B
751928,35.5,68.7,10.0,100.0,A
396664,25.9,97.5,6.9,100.0,A
766961,13.5,62.3,8.9,77.3,B
308920,13.3,81.2,7.0,69.1,C
816608,18.1,91.2,3.6,100.0,A
502188,9.3,75.8,2.9,78.6,B
760327,13.2,73.2,5.5,84.2,B
499238,24.6,85.4,8.0,100.0,A
234062,13.2,84.5,7.7,75.0,B
462370,8.0,67.9,4.4,75.3,B
435657,10.5,100.0,4.8,70.6,B
597495,0.2,74.1,4.9,38.2,F
741226,16.3,87.2,7.2,95.1,A
201848,19.5,85.4,5.8,95.3,A
19115,12.3,78.7,7.5,89.5,A
443404,14.4,83.6,9.6,88.2,A
973661,7.8,72.4,10.0,74.0,B
177572,12.8,97.4,7.2,95.2,A
278783,15.5,87.1,6.2,67.3,C
764258,5.5,72.0,5.9,66.8,C
124823,11.8,91.3,3.8,65.7,C
201233,19.8,87.9,7.9,97.9,A
693858,23.2,83.8,7.7,100.0,A
71708,10.3,86.7,7.0,82.9,B
357748,15.2,72.0,4.3,76.9,B
408226,17.0,100.0,8.6,84.3,B
475278,19.8,86.1,5.1,100.0,A
75030,12.6,86.6,2.1,58.0,C
150032,12.1,90.3,5.2,79.8,B
580135,8.4,89.9,6.0,82.3,B
223836,2.3,75.0,5.4,61.2,C
189283,5.4,100.0,7.5,49.8,D
101128,16.7,91.0,4.3,100.0,A
886917,20.4,78.0,3.4,87.7,A
487923,7.1,90.7,4.5,73.0,B
945794,14.7,86.3,6.8,75.7,B
75149,25.2,90.5,6.7,90.9,A
704936,12.0,77.6,7.8,57.9,C
899590,10.6,68.9,5.2,60.2,C
781750,13.3,80.1,6.2,95.2,A
745784,19.1,81.2,5.3,100.0,A
571785,4.1,80.0,4.0,42.1,D
835632,18.2,88.2,3.8,100.0,A
923237,15.9,71.6,4.1,79.0,B
461114,13.3,84.0,3.6,85.3,A
885768,3.6,83.4,4.3,59.0,C
738893,10.8,83.7,7.5,78.8,B
51136,18.4,84.1,7.0,97.5,A
187485,18.5,81.5,7.2,100.0,A
99506,22.8,98.9,4.4,95.1,A
664144,13.2,95.6,10.0,79.0,B
471264,3.8,65.4,1.3,67.6,C
669662,25.5,100.0,7.4,100.0,A
547459,12.6,85.9,8.1,91.1,A
325490,21.3,90.6,8.7,100.0,A
763679,20.3,100.0,5.0,100.0,A
981550,14.9,77.9,6.6,91.9,A
441963,3.1,85.7,5.9,36.6,F
161422,23.7,79.8,3.8,100.0,A
405901,16.4,77.8,10.0,81.8,B
762307,9.7,96.6,4.2,60.4,C
878556,20.6,88.7,5.5,100.0,A
100684,22.8,81.6,4.8,96.2,A
958860,16.6,95.9,6.2,95.4,A
651554,14.6,84.6,3.8,100.0,A
573836,15.0,95.8,10.0,99.7,A
604099,0.4,67.0,9.2,44.6,D
733936,12.7,79.3,4.6,97.5,A
426255,15.3,68.9,7.6,91.3,A
466664,20.4,75.2,6.9,100.0,A
238563,6.7,100.0,5.0,72.7,B
302663,0.7,73.9,3.7,55.6,C
185447,19.0,88.6,7.2,93.8,A
70957,28.1,91.6,5.1,100.0,A
550908,5.9,81.5,5.5,54.4,D
548826,8.5,96.6,9.6,66.6,C
304732,23.2,78.2,7.9,100.0,A
761939,14.7,100.0,8.1,89.9,A
14886,23.9,99.9,3.1,100.0,A
828580,12.5,90.4,4.5,90.3,A
798760,22.8,80.4,3.8,100.0,A
511234,9.7,98.0,6.1,72.8,B
458353,26.7,69.8,5.4,100.0,A
251818,14.9,77.1,2.8,91.5,A
707686,13.8,67.6,5.5,80.7,B
149484,18.0,81.7,7.5,100.0,A
700351,13.6,77.0,5.8,95.4,A
659584,4.8,89.9,2.5,60.6,C
668430,12.0,86.4,8.4,83.7,B
416226,14.6,96.3,6.0,80.2,B
984542,13.8,90.1,5.7,83.3,B
226940,18.3,82.0,3.5,83.4,B
257569,6.5,70.2,10.0,56.7,C
537657,18.0,85.9,6.8,98.1,A
171818,20.9,94.4,5.0,100.0,A
413212,14.0,61.9,8.6,98.1,A
221220,16.1,87.1,4.8,89.7,A
165742,15.4,80.9,8.5,84.7,B
826351,16.4,88.1,4.7,72.5,B
684789,20.9,89.0,9.8,88.0,A
307794,5.1,71.2,5.9,42.0,D
781694,17.4,100.0,4.2,100.0,A
237251,26.4,100.0,8.2,100.0,A
617870,7.2,89.4,6.3,59.6,C
312703,1.4,73.0,8.4,55.6,C
570583,28.0,86.0,7.3,100.0,A
385083,18.5,76.2,9.1,85.5,A
354361,16.1,73.2,3.4,92.7,A
74717,23.3,92.6,3.7,100.0,A
993412,20.2,92.0,8.1,96.3,A
675478,11.6,77.9,6.6,67.6,C
268573,0.0,72.9,5.3,56.2,C
307303,0.0,90.3,8.1,59.4,C
656674,14.5,75.1,5.0,78.4,B
961565,15.5,73.0,4.9,93.4,A
981395,11.7,71.0,1.1,81.3,B
514323,30.6,93.3,6.9,100.0,A
607947,13.3,59.5,6.9,66.6,C
590242,12.5,80.1,1.9,99.0,A
642004,19.9,91.9,8.1,100.0,A
378005,10.6,99.6,9.4,80.1,B
262002,17.9,100.0,9.4,100.0,A
475457,7.8,73.7,5.4,62.3,C
970640,10.4,98.0,7.6,70.8,B
430127,10.8,67.7,2.6,82.7,B
546764,9.1,76.4,7.3,62.5,C
637579,14.9,86.1,6.5,98.5,A
992195,21.0,81.9,6.6,100.0,A
722311,13.7,90.6,7.6,90.1,A
427980,20.1,82.4,8.1,100.0,A
879166,10.3,67.1,9.3,75.1,B
977239,16.5,81.2,9.7,82.4,B
502929,11.8,83.5,8.0,70.3,B
384072,11.3,89.9,7.4,72.9,B
233555,19.2,72.4,7.6,100.0,A
234919,16.5,68.3,4.3,100.0,A
888918,24.1,89.5,7.7,100.0,A
551422,21.5,79.6,5.1,86.1,A
662500,24.0,83.3,6.1,100.0,A
25831,1.7,88.0,7.7,54.1,D
297532,19.9,89.1,7.1,93.9,A
727456,17.4,100.0,4.9,100.0,A
86344,23.6,100.0,10.0,98.2,A
138403,11.2,100.0,4.3,71.8,B
221792,18.6,79.0,6.5,100.0,A
921402,15.0,87.9,8.7,63.6,C
470942,20.7,100.0,8.7,86.3,A
326578,19.2,74.6,7.6,100.0,A
333660,6.1,90.7,6.2,64.9,C
494453,8.0,86.2,3.9,74.4,B
872325,11.6,63.9,5.9,71.4,B
298686,20.0,78.3,5.8,86.9,A
175383,19.1,92.3,4.0,100.0,A
911555,25.6,97.8,7.8,100.0,A
453620,12.1,82.9,5.3,85.3,A
938626,19.0,80.8,6.9,82.3,B
388074,11.9,88.4,5.1,80.7,B
503447,10.6,91.2,6.1,84.2,B
511187,7.1,77.4,9.7,66.7,C
575309,9.1,89.5,4.4,65.5,C
133617,22.2,90.7,7.6,100.0,A
934432,11.4,88.0,6.3,81.5,B
607170,9.2,84.3,8.6,59.6,C
47464,16.7,79.2,3.9,87.5,A
603054,9.6,68.4,8.7,77.0,B
152191,14.8,79.1,7.7,94.7,A
349283,14.7,83.3,3.4,66.0,C
834657,14.4,93.1,4.3,75.0,B
806076,15.6,85.7,7.3,86.3,A
844160,21.5,78.9,6.9,100.0,A
287618,0.0,88.9,7.0,39.3,F
162950,23.4,89.6,7.8,100.0,A
632720,17.3,62.7,2.8,97.1,A
665555,20.6,77.7,7.0,92.5,A
134848,18.0,75.9,2.0,100.0,A
228606,6.1,86.1,7.4,81.3,B
906912,8.4,79.8,2.6,60.5,C
562708,33.9,94.3,6.6,100.0,A
749320,8.0,93.9,3.6,80.5,B
200273,8.0,87.9,3.5,67.8,C
292632,22.8,75.7,9.7,100.0,A
632577,14.0,88.6,0.9,79.8,B
727958,0.6,88.3,6.1,62.3,C
523621,22.4,100.0,6.9,100.0,A
465373,17.2,88.0,2.9,85.7,A
178871,31.7,92.6,5.8,100.0,A
846533,26.9,85.0,8.1,100.0,A
8659,15.5,81.4,7.8,77.6,B
823045,15.2,84.5,5.7,100.0,A
14073,8.3,75.2,5.7,78.9,B
543682,13.8,88.3,2.9,100.0,A
10970,18.3,100.0,4.9,86.9,A
967960,13.6,100.0,7.3,86.1,A
198775,18.1,80.3,7.5,93.0,A
233751,9.4,65.1,1.1,78.0,B
784864,10.7,81.8,6.1,74.3,B
583675,26.8,91.8,3.1,100.0,A
56356,4.8,79.4,7.9,47.3,D
664285,13.2,85.2,6.2,87.8,A
738540,21.4,100.0,7.8,100.0,A
34189,11.7,94.7,5.6,75.6,B
726276,10.8,89.1,4.8,69.8,C
311730,18.5,66.9,8.1,100.0,A
35228,20.2,100.0,7.2,91.8,A
570442,12.7,86.6,8.5,83.4,B
988494,1.9,98.0,4.8,67.7,C
922765,13.3,77.1,3.1,88.4,A
270997,3.6,79.7,6.6,51.5,D
366419,16.6,81.8,8.2,73.9,B
137782,6.4,95.8,5.4,51.1,D
919548,16.0,97.1,7.5,99.7,A
961382,15.3,87.3,7.6,93.9,A
308292,7.6,90.2,8.8,73.3,B
880557,0.6,92.7,3.8,37.2,F
688793,15.7,63.4,4.1,100.0,A
637367,9.9,88.0,6.7,78.4,B
628346,22.6,83.3,4.0,100.0,A
820239,25.0,65.3,0.7,97.8,A
247908,19.5,81.4,8.9,100.0,A
764213,7.0,87.7,4.8,63.5,C
965028,5.4,84.6,3.8,84.3,B
465910,12.6,73.4,5.3,84.9,B
771268,22.0,78.9,6.4,96.2,A
668609,14.9,97.9,5.2,91.9,A
88524,1.2,90.7,6.9,46.0,D
347061,6.5,99.7,6.9,45.3,D
247829,22.1,85.5,2.4,100.0,A
139090,15.7,98.6,3.9,82.8,B
386176,11.0,73.5,3.3,94.7,A
586829,13.6,80.3,4.1,65.3,C
951522,10.8,100.0,6.5,72.5,B
386143,3.4,84.7,4.6,66.0,C
204127,31.0,53.4,6.2,100.0,A
350659,12.3,86.8,6.7,89.6,A
295580,4.4,73.8,9.0,44.2,D
188710,13.6,91.5,5.5,100.0,A
981383,13.4,100.0,8.2,75.5,B
358620,11.5,72.9,4.8,71.3,B
399739,29.9,97.1,5.7,100.0,A
670014,10.2,79.8,5.7,52.6,D
536999,18.2,89.5,2.7,88.7,A
764128,23.7,81.5,8.0,99.1,A
290068,12.4,99.0,6.2,81.5,B
913611,7.5,98.2,7.5,77.3,B
933281,6.0,79.4,4.6,81.2,B
414822,10.8,88.4,2.9,82.0,B
901960,11.3,94.5,6.8,75.6,B
86639,28.2,82.5,3.3,100.0,A
692768,12.3,80.6,6.7,90.1,A
218538,24.8,89.9,5.6,100.0,A
372178,19.5,92.6,2.9,97.0,A
528709,10.7,73.8,7.3,66.9,C
516130,14.5,90.2,7.1,78.6,B
439993,18.7,72.7,7.4,94.6,A
601777,6.7,92.1,10.0,64.0,C
18008,8.1,91.1,5.9,74.3,B
211719,13.4,91.8,4.9,73.9,B
250951,12.0,85.6,6.0,71.7,B
57284,28.7,71.2,7.0,100.0,A
468080,15.2,87.1,5.5,79.1,B
565817,21.7,82.3,8.7,99.6,A
407491,14.1,86.3,5.1,100.0,A
544848,18.0,80.8,3.8,100.0,A
24272,12.7,73.1,9.8,77.7,B
491521,16.2,67.5,5.5,97.1,A
